2015-06-09 17:20:37 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763660	2e806cdc-144e-4e88-9011-ff08e960e755	mProjectPP	0.765754467	4.00721496	2.479802519	2111348	8248320	1433870429.829581	1433870429.9823704	1433870433.989735	1433870433.9897795	1433870434.7556107	1433870434.7558331	1433870437.2357638	1433870437.2361498
2015-06-09 17:20:37 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763460	0d033d75-37fc-4a7e-a93b-8de604ffe1c0	mProjectPP	0.793759625	4.113060241	2.643291871	2111348	8242560	1433870429.8313801	1433870429.9867017	1433870434.0998888	1433870434.0999522	1433870434.8937755	1433870434.893829	1433870437.5372849	1433870437.537633
2015-06-09 17:20:44 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763460	3104fd2d-2d13-4e4e-951b-235cc3dcbd20	mProjectPP	0.726967143	3.817562423	2.687219383	2111348	8328960	1433870437.5392985	1433870437.5397773	1433870441.3574371	1433870441.357506	1433870442.0845602	1433870442.084618	1433870444.7719114	1433870444.7722886
2015-06-09 17:20:44 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763660	bd460a78-9bc8-4211-86af-2244a8ece17f	mProjectPP	0.722557307	4.167478047	2.664458294	2111348	8300160	1433870437.2382843	1433870437.2387369	1433870441.406316	1433870441.4063573	1433870442.1289728	1433870442.1290271	1433870444.793538	1433870444.7937248
2015-06-09 17:20:52 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763660	2f661485-ae77-4d80-8a91-3095cc3c6957	mProjectPP	0.719174103	3.873592698	2.676187711	2111348	8248320	1433870444.7957668	1433870444.7965014	1433870448.6702151	1433870448.670274	1433870449.3895378	1433870449.3896015	1433870452.0658755	1433870452.0663073
2015-06-09 17:20:52 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763460	de152c53-990b-4846-818e-50f663666344	mProjectPP	0.71398784	3.923320638	2.80366324	2111348	8248320	1433870444.7750497	1433870444.7762213	1433870448.6996424	1433870448.6997304	1433870449.4137876	1433870449.4138472	1433870452.217582	1433870452.2179093
2015-06-09 17:20:59 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763460	2c3fa231-e6ba-4153-b68d-eff108058a21	mProjectPP	0.716317168	3.762762026	2.669159414	2111348	8248320	1433870452.2203119	1433870452.220782	1433870455.9836497	1433870455.9838617	1433870456.7002714	1433870456.7003474	1433870459.3695977	1433870459.3699906
2015-06-09 17:20:59 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763660	7571def6-cd6d-43e1-bb54-b58a8d95abb3	mProjectPP	0.722137785	4.03721416	2.752393412	2111348	8288640	1433870452.0692704	1433870452.0712852	1433870456.1086156	1433870456.10866	1433870456.8308742	1433870456.8309388	1433870459.5834978	1433870459.584397
2015-06-09 17:21:06 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763460	d60ce8c5-8978-4c95-aa59-6d3aec2826e3	mProjectPP	0.712047896	4.017596755	2.525688321	2111348	8317440	1433870459.372071	1433870459.3730795	1433870463.3907828	1433870463.39084	1433870464.1029792	1433870464.10305	1433870466.6288204	1433870466.6292183
2015-06-09 17:21:07 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763660	28e98d8c-9d5f-4d41-89a5-8ff270b3f17e	mProjectPP	0.719969421	4.371457243	2.567078119	2111348	8328960	1433870459.5894392	1433870459.5938954	1433870463.965453	1433870463.9661205	1433870464.6861794	1433870464.686238	1433870467.253385	1433870467.2535996
2015-06-09 17:21:13 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763460	3d56fd2a-f28c-48b6-bdfe-43f403382cbe	mProjectPP	0.721071769	3.715465063	2.800615162	2111348	8323200	1433870466.6309822	1433870466.6313872	1433870470.3469455	1433870470.3470068	1433870471.0681658	1433870471.0682392	1433870473.8689427	1433870473.8691607
2015-06-09 17:21:14 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763660	4a3a5927-9708-4c5b-8960-f44db94178f7	mProjectPP	0.728683234	3.636076337	2.633518047	2111348	8265600	1433870467.2572286	1433870467.2576776	1433870470.8938615	1433870470.894373	1433870471.6231294	1433870471.6231818	1433870474.2568064	1433870474.2571669
2015-06-09 17:21:20 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763460	6993a4f2-32e2-4caa-9338-d89aa18c6655	mProjectPP	0.720951012	3.677388375	2.695495011	2111348	8305920	1433870473.8958778	1433870473.8965843	1433870477.5740697	1433870477.574128	1433870478.2951562	1433870478.2952209	1433870480.9907963	1433870480.9910142
2015-06-09 17:21:21 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763660	aa55cd73-0b8a-4670-b727-a5135434c602	mProjectPP	0.71107569	3.777351233	3.042090906	2111348	8259840	1433870474.2590175	1433870474.2597826	1433870478.0372436	1433870478.0377138	1433870478.7488852	1433870478.7489445	1433870481.7911122	1433870481.791314
2015-06-09 17:21:27 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763460	0444af1d-e7dc-496e-a4fe-cb3ea9983f8b	mProjectPP	0.724188397	3.695071294	2.563991395	2111348	8305920	1433870480.993764	1433870480.99449	1433870484.6896646	1433870484.6897252	1433870485.4139843	1433870485.414057	1433870487.9781427	1433870487.9785173
2015-06-09 17:21:29 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763660	ce16226a-0693-4243-92f5-a98d4c05c62e	mProjectPP	0.714784678	3.850404155	2.694514545	2111348	8242560	1433870481.7931986	1433870481.7936265	1433870485.6441174	1433870485.6441774	1433870486.3590555	1433870486.3591504	1433870489.05374	1433870489.0540552
2015-06-09 17:21:34 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763460	370ce615-aa7f-412a-949c-4697c5b75899	mProjectPP	0.71375424	3.722025383	2.539004895	2111348	8300160	1433870487.9804413	1433870487.9809349	1433870491.703046	1433870491.7030983	1433870492.4169307	1433870492.4169953	1433870494.9562166	1433870494.9566052
2015-06-09 17:21:36 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763660	52eead01-ca23-49b7-ae98-b6fe063dd59d	mProjectPP	0.716122157	3.787565231	2.731876541	2111348	8231040	1433870489.0560188	1433870489.0563872	1433870492.8440394	1433870492.8440974	1433870493.5602987	1433870493.5603824	1433870496.2923295	1433870496.2927098
2015-06-09 17:21:42 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763460	dd09ce77-10ba-4f8a-af84-9b7222fb5ceb	mProjectPP	0.711268763	3.970660261	2.878125901	2111348	8231040	1433870494.9600046	1433870494.9618747	1433870498.9326367	1433870498.9326944	1433870499.6440392	1433870499.6441016	1433870502.5223064	1433870502.5225475
2015-06-09 17:21:43 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763660	7f057392-3b7f-41c6-82d8-4e48221bf206	mProjectPP	0.717810076	3.704968763	2.55259885	2111348	8248320	1433870496.2944767	1433870496.2951734	1433870500.0002341	1433870500.0002942	1433870500.7181847	1433870500.7182481	1433870503.2710636	1433870503.2714505
2015-06-09 17:21:50 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763460	a5932c62-7477-4f47-8970-93d366f2565e	mProjectPP	0.715464326	4.419325785	2.786771019	2111348	8288640	1433870502.5259812	1433870502.5279408	1433870506.9474044	1433870506.9474502	1433870507.6629965	1433870507.6630654	1433870510.449916	1433870510.4503267
2015-06-09 17:21:50 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763660	4a8a8261-b665-4954-8d61-7275b207a2c8	mProjectPP	0.708671707	3.903667229	2.881359465	2111348	8248320	1433870503.280439	1433870503.280922	1433870507.184685	1433870507.1853938	1433870507.8941731	1433870507.8942497	1433870510.7757287	1433870510.7760913
2015-06-09 17:21:57 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763460	5a62d485-ebe2-4d3d-b9f2-e0d8cd864fb5	mProjectPP	0.711207908	3.921778115	2.689066539	2111348	8242560	1433870510.4529276	1433870510.455866	1433870514.37777	1433870514.3778365	1433870515.0891385	1433870515.0892045	1433870517.7783482	1433870517.778598
2015-06-09 17:21:58 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763660	a0eb68c6-030c-43af-aee3-2ea18efbb678	mProjectPP	0.714763984	3.993607213	3.135731754	2111348	8248320	1433870510.779719	1433870510.7808838	1433870514.7745934	1433870514.7751293	1433870515.4899962	1433870515.490072	1433870518.6258848	1433870518.6262388
2015-06-09 17:22:05 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763460	bb53804c-cf72-47be-9654-c3a4c6f6b663	mProjectPP	0.719327126	3.814847006	2.704729776	2111348	8248320	1433870517.7815118	1433870517.7823286	1433870521.5972776	1433870521.5973432	1433870522.3167546	1433870522.3168128	1433870525.021618	1433870525.0219646
2015-06-09 17:22:06 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763660	1d1d9d52-b716-4ed3-976b-60e682e4b1e2	mProjectPP	0.741897195	3.894265574	2.817487788	2111348	8282880	1433870518.6292813	1433870518.6297464	1433870522.524096	1433870522.5241375	1433870523.2661006	1433870523.2661562	1433870526.0837677	1433870526.084015
2015-06-09 17:22:12 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763460	bbb22e00-1f27-4496-bfb1-065226b94a50	mProjectPP	0.706093582	3.865186188	2.974620515	2111348	8248320	1433870525.0265427	1433870525.027319	1433870528.8926196	1433870528.892732	1433870529.5989156	1433870529.5989778	1433870532.573732	1433870532.5741463
2015-06-09 17:22:13 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763660	7fa3ae67-fae0-4615-ada6-093ed92f2dd5	mProjectPP	0.719125347	3.782471708	2.87915499	2111348	8300160	1433870526.086792	1433870526.0872037	1433870529.8697681	1433870529.8698113	1433870530.5890293	1433870530.5891051	1433870533.4683437	1433870533.4687521
2015-06-09 17:22:20 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763460	7cd1ea5c-580f-49ee-bb87-54c90c542874	mProjectPP	0.699858795	4.115476431	2.698171812	2111348	8242560	1433870532.5770357	1433870532.5779023	1433870536.6934814	1433870536.6935472	1433870537.3934643	1433870537.3935306	1433870540.091807	1433870540.0921535
2015-06-09 17:22:20 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763660	f0b8ef9a-f65c-452b-b6a2-e760977f6f97	mProjectPP	0.711982004	3.912792854	2.853841309	2111348	8300160	1433870533.47149	1433870533.4719224	1433870537.3848655	1433870537.3854134	1433870538.0974889	1433870538.0975657	1433870540.951598	1433870540.9520094
2015-06-09 17:22:27 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763460	08d2d78e-4132-4bdb-bdcc-76ddee5dbff5	mProjectPP	0.709461013	3.923718781	2.608373702	2111348	8242560	1433870540.0943978	1433870540.0955274	1433870544.019343	1433870544.0193887	1433870544.7289283	1433870544.728992	1433870547.337469	1433870547.337867
2015-06-09 17:22:28 +0000	45e6d17c-2220-4b11-b9a3-e05b1c2f489c	24763660	94b09240-8ff7-456f-b203-91c6ae327d9b	mProjectPP	0.714886113	3.867176541	2.538661923	2111348	8259840	1433870540.953679	1433870540.9540823	1433870544.8213449	1433870544.8213959	1433870545.5363722	1433870545.5365498	1433870548.0753	1433870548.0756328
