aff21d9b-e3dd-4656-85d0-ef620eea256d	29476560	9061b57f-c716-4404-83fb-90c69409a69e	mProjectPP	1.244243445	3.913816685	2.906534296	2111348	8300160	1433848996.9871044	1433848997.274615	1433849001.1887329	1433849001.1887882	1433849002.4333103	1433849002.4334512	1433849005.3400815	1433849005.3405793

aff21d9b-e3dd-4656-85d0-ef620eea256d	29498420	3c090727-cff5-41d6-abec-00362fe05751	mProjectPP	1.272861709	4.064471019	2.760957206	2111348	8231040	1433848996.9897056	1433848997.276268	1433849001.340876	1433849001.3414116	1433849002.6143625	1433849002.6144207	1433849005.3755786	1433849005.375805

aff21d9b-e3dd-4656-85d0-ef620eea256d	29476560	c6392099-0bd7-4cf3-87fc-9fefea97f75b	mProjectPP	1.200097486	3.90515529	2.569836699	2111348	8305920	1433849005.3442307	1433849005.344848	1433849009.2501192	1433849009.2501729	1433849010.4505079	1433849010.4505966	1433849013.0205345	1433849013.0209725

aff21d9b-e3dd-4656-85d0-ef620eea256d	29498420	6147046d-85a3-4c05-82cb-a9f94cee8e76	mProjectPP	1.208746738	3.953557307	3.124682507	2111348	8242560	1433849005.3780658	1433849005.3787222	1433849009.332413	1433849009.3324885	1433849010.5413074	1433849010.5413792	1433849013.6661448	1433849013.6665063

aff21d9b-e3dd-4656-85d0-ef620eea256d	29476560	49ff42c1-d54c-4eb5-8b40-1157307f99da	mProjectPP	0.724178768	3.947039066	2.645393188	2111348	8231040	1433849013.0238488	1433849013.0288746	1433849016.9760318	1433849016.9760854	1433849017.7003932	1433849017.7004735	1433849020.345963	1433849020.3463485

aff21d9b-e3dd-4656-85d0-ef620eea256d	29498420	2ec305dc-cb76-422b-bbcc-0bb2f9728243	mProjectPP	0.725302131	4.117294189	3.031028478	2111348	8288640	1433849013.6696358	1433849013.6702235	1433849017.7876217	1433849017.7876823	1433849018.5130754	1433849018.513151	1433849021.5442572	1433849021.5445318

aff21d9b-e3dd-4656-85d0-ef620eea256d	29476560	30ac998b-53d6-458f-8ff3-633d1e4e2099	mProjectPP	1.104577793	4.591974108	2.577235717	2111348	8300160	1433849020.3502457	1433849020.351565	1433849024.9436576	1433849024.9437113	1433849026.0484488	1433849026.048536	1433849028.6258578	1433849028.626265

aff21d9b-e3dd-4656-85d0-ef620eea256d	29498420	7edaea5f-51f9-4e61-9e63-9bde3459cbbd	mProjectPP	1.10419949	3.616977104	2.929425773	2111348	8248320	1433849021.5606897	1433849021.5612717	1433849025.1783843	1433849025.1791697	1433849026.2834737	1433849026.2835505	1433849029.213066	1433849029.2134604

aff21d9b-e3dd-4656-85d0-ef620eea256d	29498420	94a4a901-2c92-4d4e-973b-591004dd367a	mProjectPP	1.055844651	3.404892128	2.508644478	2111348	8271360	1433849029.2157123	1433849029.216681	1433849032.6217194	1433849032.6224306	1433849033.6783652	1433849033.6784334	1433849036.1871765	1433849036.187618

aff21d9b-e3dd-4656-85d0-ef620eea256d	29476560	ff8a414e-0e95-4cb4-88cc-935415350793	mProjectPP	1.047853761	3.701907766	5.934193083	2111348	8242560	1433849028.6290617	1433849028.6296651	1433849032.3316798	1433849032.3317351	1433849033.379814	1433849033.3798983	1433849039.3141954	1433849039.3146644

aff21d9b-e3dd-4656-85d0-ef620eea256d	29498420	763f023f-9d4a-4b82-b7a3-0032e84f7693	mProjectPP	0.753112605	3.490764125	2.863708233	2111348	8248320	1433849036.1912813	1433849036.1924555	1433849039.683345	1433849039.6834028	1433849040.4367304	1433849040.4367955	1433849043.3006082	1433849043.3010297

