2015-06-10_18:59:36_+0000	d26546d1-03b2-4f30-8d23-5554ceb3a8c7	23787960	29ab9f44-12f8-4cdb-993c-ce115976f918	mProjectPP	0.828720766	4.149773432	2.767455207	2111348	8231040	1433962768.3919656	1433962768.569737	1433962772.720327	1433962772.721051	1433962773.5498745	1433962773.5499306	1433962776.3174653	1433962776.3184354
2015-06-10_18:59:45_+0000	d26546d1-03b2-4f30-8d23-5554ceb3a8c7	23787960	cf3c4782-246f-4706-8389-594b7a8cc5b4	mProjectPP	0.732850254	4.207607837	3.915290579	2111348	8242560	1433962776.3250763	1433962776.326117	1433962780.5338514	1433962780.5346494	1433962781.2676127	1433962781.267687	1433962785.1830618	1433962785.184116
2015-06-10_18:59:52_+0000	d26546d1-03b2-4f30-8d23-5554ceb3a8c7	23787960	c5714294-e27e-4eda-b521-3fba4c371a40	mProjectPP	0.731454956	3.83711959	2.81111569	2111348	8231040	1433962785.191356	1433962785.1923256	1433962789.0295677	1433962789.0304651	1433962789.762014	1433962789.7620888	1433962792.5733001	1433962792.5740645
2015-06-10_19:00:00_+0000	d26546d1-03b2-4f30-8d23-5554ceb3a8c7	23787960	d1b1fa95-5b23-4ae9-8d19-fdb509ce100a	mProjectPP	0.737537578	3.849884121	3.351559161	2111348	8300160	1433962792.5758317	1433962792.57678	1433962796.4267642	1433962796.427556	1433962797.1652324	1433962797.1652982	1433962800.5169427	1433962800.5179226
2015-06-10_19:00:10_+0000	d26546d1-03b2-4f30-8d23-5554ceb3a8c7	23787960	6ab6ccc0-3a31-4e93-8a6d-9dd4a38439a9	mProjectPP	0.733247077	5.343620589	3.794359046	2111348	8288640	1433962800.5247488	1433962800.5261257	1433962805.870056	1433962805.8708222	1433962806.604181	1433962806.6042671	1433962810.3987274	1433962810.3996208
2015-06-10_19:00:17_+0000	d26546d1-03b2-4f30-8d23-5554ceb3a8c7	23787960	66398180-5fc3-4491-be0e-34f0a18e42ce	mProjectPP	0.72879525	4.06659037	2.778540533	2111348	8248320	1433962810.4066737	1433962810.4082315	1433962814.4750533	1433962814.4757762	1433962815.2046905	1433962815.2047665	1433962817.9833877	1433962817.984294
2015-06-10_19:00:24_+0000	d26546d1-03b2-4f30-8d23-5554ceb3a8c7	23787960	9d87d697-3387-437e-9663-5ed91a49f0b8	mProjectPP	0.723001335	3.778235817	2.476216625	2111348	8248320	1433962817.99124	1433962817.9929702	1433962821.771494	1433962821.7722569	1433962822.4953542	1433962822.4954176	1433962824.9717176	1433962824.9727116
2015-06-10_19:00:32_+0000	d26546d1-03b2-4f30-8d23-5554ceb3a8c7	23787960	8425c8ab-4aa2-4c8b-b3ca-cd688206efb7	mProjectPP	0.729076032	4.174208109	2.78581394	2111348	8248320	1433962824.9796662	1433962824.9813762	1433962829.1558766	1433962829.156673	1433962829.8858504	1433962829.885924	1433962832.6718526	1433962832.672767
2015-06-10_19:00:40_+0000	d26546d1-03b2-4f30-8d23-5554ceb3a8c7	23787960	ad5fd630-1e57-4cdf-a557-d2dce3fd8715	mProjectPP	0.732577011	3.683304848	3.150736761	2111348	8242560	1433962832.6795454	1433962832.6815248	1433962836.3651307	1433962836.3658748	1433962837.0985668	1433962837.0986338	1433962840.2494822	1433962840.2505155
2015-06-10_19:00:48_+0000	d26546d1-03b2-4f30-8d23-5554ceb3a8c7	23787960	7debdede-5cc9-4de5-bed3-de82be85c445	mProjectPP	0.737651504	4.979607936	2.50970631	2111348	8242560	1433962840.256979	1433962840.2581108	1433962845.2378232	1433962845.2385535	1433962845.9763155	1433962845.976377	1433962848.4861648	1433962848.487069
2015-06-10_19:00:56_+0000	d26546d1-03b2-4f30-8d23-5554ceb3a8c7	23787960	9aad433c-3788-4d47-9e60-355146fd4b43	mProjectPP	0.747963383	3.931585805	3.262068458	2111348	8248320	1433962848.4941819	1433962848.495884	1433962852.4277008	1433962852.4284701	1433962853.1765604	1433962853.1766317	1433962856.4387858	1433962856.4396718
2015-06-10_19:01:05_+0000	d26546d1-03b2-4f30-8d23-5554ceb3a8c7	23787960	41708518-b13c-4f9d-9d90-61ff3c88f535	mProjectPP	1.100244052	4.278982114	3.386974177	2111348	8282880	1433962856.4464061	1433962856.4481952	1433962860.7274117	1433962860.7649384	1433962861.8653448	1433962861.8654087	1433962865.252468	1433962865.2533832
2015-06-10_19:01:12_+0000	d26546d1-03b2-4f30-8d23-5554ceb3a8c7	23787960	90c7e7e2-a290-491e-9d2c-f5e2c3710ea7	mProjectPP	0.734377996	3.794538021	2.789062169	2111348	8300160	1433962865.2602959	1433962865.2621002	1433962869.0568948	1433962869.0577118	1433962869.7921906	1433962869.7922535	1433962872.5814006	1433962872.5823207
2015-06-10_19:01:20_+0000	d26546d1-03b2-4f30-8d23-5554ceb3a8c7	23787960	15b245b3-3626-47e6-9b32-a35460a9b1bf	mProjectPP	0.737457988	4.296852853	2.788030013	2111348	8248320	1433962872.5892103	1433962872.5912302	1433962876.8881974	1433962876.8889108	1433962877.6264584	1433962877.6265283	1433962880.4146407	1433962880.4155495
2015-06-10_19:01:34_+0000	d26546d1-03b2-4f30-8d23-5554ceb3a8c7	23787960	4924ee01-c033-4961-8481-6fcbfa92c55d	mProjectPP	0.732019457	3.876351644	9.083404812	2111348	8305920	1433962880.4219992	1433962880.422976	1433962884.2994356	1433962884.3002322	1433962885.032353	1433962885.032424	1433962894.1159139	1433962894.116904
